Provincias;Sexo;Periodo;Total
46 Valencia/València;Hombres;2011;13.476
46 Valencia/València;Hombres;2010;14.122
46 Valencia/València;Hombres;2009;14.255
46 Valencia/València;Hombres;2008;15.339
46 Valencia/València;Hombres;2007;14.783
46 Valencia/València;Hombres;2006;14.056
46 Valencia/València;Hombres;2005;13.646
46 Valencia/València;Hombres;2004;13.331
46 Valencia/València;Hombres;2003;12.549
46 Valencia/València;Hombres;2002;11.988
46 Valencia/València;Hombres;2001;11.388
46 Valencia/València;Hombres;2000;11.075
46 Valencia/València;Hombres;1999;10.518
46 Valencia/València;Hombres;1998;10.045
46 Valencia/València;Hombres;1997;10.143
46 Valencia/València;Hombres;1996;10.126
46 Valencia/València;Hombres;1995;10.005
46 Valencia/València;Hombres;1994;10.188
46 Valencia/València;Hombres;1993;10.876
46 Valencia/València;Hombres;1992;10.990
46 Valencia/València;Hombres;1991;10.728
46 Valencia/València;Hombres;1990;10.858
46 Valencia/València;Hombres;1989;10.946
46 Valencia/València;Hombres;1988;11.434
46 Valencia/València;Hombres;1987;11.577
46 Valencia/València;Hombres;1986;11.901
46 Valencia/València;Hombres;1985;12.510
46 Valencia/València;Hombres;1984;13.130
46 Valencia/València;Hombres;1983;13.608
46 Valencia/València;Hombres;1982;14.830
46 Valencia/València;Hombres;1981;15.780
46 Valencia/València;Hombres;1980;16.679
46 Valencia/València;Hombres;1979;17.947
46 Valencia/València;Hombres;1978;19.037
46 Valencia/València;Hombres;1977;19.583
46 Valencia/València;Hombres;1976;19.587
46 Valencia/València;Hombres;1975;19.375
46 Valencia/València;Mujeres;2022;8.761
46 Valencia/València;Mujeres;2021;8.670
46 Valencia/València;Mujeres;2020;8.846
46 Valencia/València;Mujeres;2019;9.092
46 Valencia/València;Mujeres;2018;9.363
46 Valencia/València;Mujeres;2017;9.872
46 Valencia/València;Mujeres;2016;10.531
46 Valencia/València;Mujeres;2015;10.915
46 Valencia/València;Mujeres;2014;11.081
46 Valencia/València;Mujeres;2013;11.076
46 Valencia/València;Mujeres;2012;12.221
46 Valencia/València;Mujeres;2011;12.609
46 Valencia/València;Mujeres;2010;13.055
46 Valencia/València;Mujeres;2009;13.222
46 Valencia/València;Mujeres;2008;14.336
46 Valencia/València;Mujeres;2007;13.925
46 Valencia/València;Mujeres;2006;13.162
46 Valencia/València;Mujeres;2005;12.844
46 Valencia/València;Mujeres;2004;12.283
46 Valencia/València;Mujeres;2003;12.106
46 Valencia/València;Mujeres;2002;10.950
46 Valencia/València;Mujeres;2001;10.758
46 Valencia/València;Mujeres;2000;10.549
46 Valencia/València;Mujeres;1999;10.040
46 Valencia/València;Mujeres;1998;9.432
46 Valencia/València;Mujeres;1997;9.564
46 Valencia/València;Mujeres;1996;9.247
46 Valencia/València;Mujeres;1995;9.391
46 Valencia/València;Mujeres;1994;9.466
46 Valencia/València;Mujeres;1993;9.900
46 Valencia/València;Mujeres;1992;10.221
46 Valencia/València;Mujeres;1991;10.085
46 Valencia/València;Mujeres;1990;10.248
46 Valencia/València;Mujeres;1989;10.151
46 Valencia/València;Mujeres;1988;10.215
46 Valencia/València;Mujeres;1987;10.274
46 Valencia/València;Mujeres;1986;11.046
46 Valencia/València;Mujeres;1985;11.439
46 Valencia/València;Mujeres;1984;12.215
46 Valencia/València;Mujeres;1983;12.431
46 Valencia/València;Mujeres;1982;13.633
46 Valencia/València;Mujeres;1981;14.318
46 Valencia/València;Mujeres;1980;15.734
46 Valencia/València;Mujeres;1979;16.931
46 Valencia/València;Mujeres;1978;17.606
46 Valencia/València;Mujeres;1977;18.248
46 Valencia/València;Mujeres;1976;18.328
46 Valencia/València;Mujeres;1975;17.793
47 Valladolid;Total;2022;3.152
47 Valladolid;Total;2021;3.020
47 Valladolid;Total;2020;3.250
47 Valladolid;Total;2019;3.288
47 Valladolid;Total;2018;3.463
47 Valladolid;Total;2017;3.675
47 Valladolid;Total;2016;4.030
47 Valladolid;Total;2015;4.192
47 Valladolid;Total;2014;4.312
47 Valladolid;Total;2013;4.316
47 Valladolid;Total;2012;4.655
47 Valladolid;Total;2011;4.757
47 Valladolid;Total;2010;5.099
47 Valladolid;Total;2009;4.923
47 Valladolid;Total;2008;5.054
47 Valladolid;Total;2007;4.736
47 Valladolid;Total;2006;4.792
47 Valladolid;Total;2005;4.577
47 Valladolid;Total;2004;4.402
47 Valladolid;Total;2003;4.318
47 Valladolid;Total;2002;4.151
47 Valladolid;Total;2001;3.924
47 Valladolid;Total;2000;3.878
47 Valladolid;Total;1999;3.717
47 Valladolid;Total;1998;3.557
47 Valladolid;Total;1997;3.782
47 Valladolid;Total;1996;3.687
47 Valladolid;Total;1995;3.668
47 Valladolid;Total;1994;3.846
47 Valladolid;Total;1993;3.925
47 Valladolid;Total;1992;4.017
47 Valladolid;Total;1991;4.081
47 Valladolid;Total;1990;4.113
47 Valladolid;Total;1989;4.316
47 Valladolid;Total;1988;4.426
47 Valladolid;Total;1987;4.679
47 Valladolid;Total;1986;4.741
47 Valladolid;Total;1985;5.152
47 Valladolid;Total;1984;5.619
47 Valladolid;Total;1983;5.696
47 Valladolid;Total;1982;6.347
47 Valladolid;Total;1981;6.618
47 Valladolid;Total;1980;7.307
47 Valladolid;Total;1979;7.685
47 Valladolid;Total;1978;8.364
47 Valladolid;Total;1977;8.398
47 Valladolid;Total;1976;8.903
47 Valladolid;Total;1975;8.223
47 Valladolid;Hombres;2022;1.609
47 Valladolid;Hombres;2021;1.546
47 Valladolid;Hombres;2020;1.649
47 Valladolid;Hombres;2019;1.647
47 Valladolid;Hombres;2018;1.787
47 Valladolid;Hombres;2017;1.907
47 Valladolid;Hombres;2016;2.070
47 Valladolid;Hombres;2015;2.101
47 Valladolid;Hombres;2014;2.252
47 Valladolid;Hombres;2013;2.275
47 Valladolid;Hombres;2012;2.442
47 Valladolid;Hombres;2011;2.368
47 Valladolid;Hombres;2010;2.664
47 Valladolid;Hombres;2009;2.530
47 Valladolid;Hombres;2008;2.589
47 Valladolid;Hombres;2007;2.479
47 Valladolid;Hombres;2006;2.487
47 Valladolid;Hombres;2005;2.383
47 Valladolid;Hombres;2004;2.280
47 Valladolid;Hombres;2003;2.185
47 Valladolid;Hombres;2002;2.169
47 Valladolid;Hombres;2001;1.982
47 Valladolid;Hombres;2000;2.016
47 Valladolid;Hombres;1999;1.865
47 Valladolid;Hombres;1998;1.757
47 Valladolid;Hombres;1997;1.881
47 Valladolid;Hombres;1996;1.877
47 Valladolid;Hombres;1995;1.886
47 Valladolid;Hombres;1994;1.991
47 Valladolid;Hombres;1993;2.005
47 Valladolid;Hombres;1992;2.054
47 Valladolid;Hombres;1991;2.228
47 Valladolid;Hombres;1990;2.156
47 Valladolid;Hombres;1989;2.209
47 Valladolid;Hombres;1988;2.359
47 Valladolid;Hombres;1987;2.408
47 Valladolid;Hombres;1986;2.452
47 Valladolid;Hombres;1985;2.686
47 Valladolid;Hombres;1984;2.888
47 Valladolid;Hombres;1983;2.892
47 Valladolid;Hombres;1982;3.792
47 Valladolid;Hombres;1981;3.857
47 Valladolid;Hombres;1980;3.851
47 Valladolid;Hombres;1979;3.994
47 Valladolid;Hombres;1978;4.297
47 Valladolid;Hombres;1977;4.315
47 Valladolid;Hombres;1976;4.561
47 Valladolid;Hombres;1975;4.401
47 Valladolid;Mujeres;2022;1.543
47 Valladolid;Mujeres;2021;1.474
47 Valladolid;Mujeres;2020;1.601
47 Valladolid;Mujeres;2019;1.641
47 Valladolid;Mujeres;2018;1.676
47 Valladolid;Mujeres;2017;1.768
47 Valladolid;Mujeres;2016;1.960
47 Valladolid;Mujeres;2015;2.091
47 Valladolid;Mujeres;2014;2.060
47 Valladolid;Mujeres;2013;2.041
47 Valladolid;Mujeres;2012;2.213
47 Valladolid;Mujeres;2011;2.389
47 Valladolid;Mujeres;2010;2.435
47 Valladolid;Mujeres;2009;2.393
47 Valladolid;Mujeres;2008;2.465
47 Valladolid;Mujeres;2007;2.257
47 Valladolid;Mujeres;2006;2.305
47 Valladolid;Mujeres;2005;2.194
47 Valladolid;Mujeres;2004;2.122
47 Valladolid;Mujeres;2003;2.133
47 Valladolid;Mujeres;2002;1.982
47 Valladolid;Mujeres;2001;1.942
47 Valladolid;Mujeres;2000;1.862
47 Valladolid;Mujeres;1999;1.852
47 Valladolid;Mujeres;1998;1.800
47 Valladolid;Mujeres;1997;1.901
47 Valladolid;Mujeres;1996;1.810
47 Valladolid;Mujeres;1995;1.782
47 Valladolid;Mujeres;1994;1.855
47 Valladolid;Mujeres;1993;1.920
47 Valladolid;Mujeres;1992;1.963
47 Valladolid;Mujeres;1991;1.853
47 Valladolid;Mujeres;1990;1.957
47 Valladolid;Mujeres;1989;2.107
47 Valladolid;Mujeres;1988;2.067
47 Valladolid;Mujeres;1987;2.271
47 Valladolid;Mujeres;1986;2.289
47 Valladolid;Mujeres;1985;2.466
47 Valladolid;Mujeres;1984;2.731
47 Valladolid;Mujeres;1983;2.804
47 Valladolid;Mujeres;1982;2.555
47 Valladolid;Mujeres;1981;2.761
47 Valladolid;Mujeres;1980;3.456
47 Valladolid;Mujeres;1979;3.691
47 Valladolid;Mujeres;1978;4.067
47 Valladolid;Mujeres;1977;4.083
47 Valladolid;Mujeres;1976;4.342
47 Valladolid;Mujeres;1975;3.822
49 Zamora;Total;2022;711
49 Zamora;Total;2021;709
49 Zamora;Total;2020;792
49 Zamora;Total;2019;837
49 Zamora;Total;2018;896
49 Zamora;Total;2017;904
49 Zamora;Total;2016;933
49 Zamora;Total;2015;969
49 Zamora;Total;2014;1.032
49 Zamora;Total;2013;1.049
49 Zamora;Total;2012;1.117
49 Zamora;Total;2011;1.120
49 Zamora;Total;2010;1.182
49 Zamora;Total;2009;1.151
49 Zamora;Total;2008;1.216
49 Zamora;Total;2007;1.144
49 Zamora;Total;2006;1.190
49 Zamora;Total;2005;1.160
49 Zamora;Total;2004;1.150
49 Zamora;Total;2003;1.213
49 Zamora;Total;2002;1.224
49 Zamora;Total;2001;1.119
49 Zamora;Total;2000;1.232
49 Zamora;Total;1999;1.166
49 Zamora;Total;1998;1.280
49 Zamora;Total;1997;1.341
49 Zamora;Total;1996;1.320
49 Zamora;Total;1995;1.361
49 Zamora;Total;1994;1.345
49 Zamora;Total;1993;1.462
49 Zamora;Total;1992;1.594
49 Zamora;Total;1991;1.624
49 Zamora;Total;1990;1.777
49 Zamora;Total;1989;1.799
49 Zamora;Total;1988;1.829
49 Zamora;Total;1987;1.978
49 Zamora;Total;1986;1.999
49 Zamora;Total;1985;2.103
49 Zamora;Total;1984;2.176
49 Zamora;Total;1983;2.278
49 Zamora;Total;1982;2.417
49 Zamora;Total;1981;2.377
49 Zamora;Total;1980;2.624
49 Zamora;Total;1979;2.596
49 Zamora;Total;1978;2.762
49 Zamora;Total;1977;2.819
49 Zamora;Total;1976;2.826
49 Zamora;Total;1975;2.750
49 Zamora;Hombres;2022;378
49 Zamora;Hombres;2021;343
49 Zamora;Hombres;2020;450
49 Zamora;Hombres;2019;429
49 Zamora;Hombres;2018;465
49 Zamora;Hombres;2017;473
49 Zamora;Hombres;2016;484
49 Zamora;Hombres;2015;503
49 Zamora;Hombres;2014;545
49 Zamora;Hombres;2013;564
49 Zamora;Hombres;2012;563
49 Zamora;Hombres;2011;578
49 Zamora;Hombres;2010;618
49 Zamora;Hombres;2009;627
49 Zamora;Hombres;2008;600
49 Zamora;Hombres;2007;574
49 Zamora;Hombres;2006;605
49 Zamora;Hombres;2005;590
49 Zamora;Hombres;2004;575
49 Zamora;Hombres;2003;594
49 Zamora;Hombres;2002;627
49 Zamora;Hombres;2001;569
49 Zamora;Hombres;2000;630
49 Zamora;Hombres;1999;602
49 Zamora;Hombres;1998;658
49 Zamora;Hombres;1997;700
49 Zamora;Hombres;1996;701
49 Zamora;Hombres;1995;686
49 Zamora;Hombres;1994;720
49 Zamora;Hombres;1993;733
49 Zamora;Hombres;1992;818
49 Zamora;Hombres;1991;850
49 Zamora;Hombres;1990;884
49 Zamora;Hombres;1989;923
49 Zamora;Hombres;1988;931
49 Zamora;Hombres;1987;987
49 Zamora;Hombres;1986;1.056
49 Zamora;Hombres;1985;1.084
49 Zamora;Hombres;1984;1.171
49 Zamora;Hombres;1983;1.162
49 Zamora;Hombres;1982;1.232
49 Zamora;Hombres;1981;1.284
49 Zamora;Hombres;1980;1.387
49 Zamora;Hombres;1979;1.333
49 Zamora;Hombres;1978;1.437
49 Zamora;Hombres;1977;1.455
49 Zamora;Hombres;1976;1.482
49 Zamora;Hombres;1975;1.420
49 Zamora;Mujeres;2022;333
49 Zamora;Mujeres;2021;366
49 Zamora;Mujeres;2020;342
49 Zamora;Mujeres;2019;408
49 Zamora;Mujeres;2018;431
49 Zamora;Mujeres;2017;431
49 Zamora;Mujeres;2016;449
49 Zamora;Mujeres;2015;466
49 Zamora;Mujeres;2014;487
49 Zamora;Mujeres;2013;485
49 Zamora;Mujeres;2012;554
49 Zamora;Mujeres;2011;542
49 Zamora;Mujeres;2010;564
49 Zamora;Mujeres;2009;524
49 Zamora;Mujeres;2008;616
49 Zamora;Mujeres;2007;570
49 Zamora;Mujeres;2006;585
49 Zamora;Mujeres;2005;570
49 Zamora;Mujeres;2004;575
49 Zamora;Mujeres;2003;619
49 Zamora;Mujeres;2002;597
49 Zamora;Mujeres;2001;550
49 Zamora;Mujeres;2000;602
49 Zamora;Mujeres;1999;564
49 Zamora;Mujeres;1998;622
49 Zamora;Mujeres;1997;641
49 Zamora;Mujeres;1996;619
49 Zamora;Mujeres;1995;675
49 Zamora;Mujeres;1994;625
49 Zamora;Mujeres;1993;729
49 Zamora;Mujeres;1992;776
49 Zamora;Mujeres;1991;774
49 Zamora;Mujeres;1990;893
49 Zamora;Mujeres;1989;876
49 Zamora;Mujeres;1988;898
49 Zamora;Mujeres;1987;991
49 Zamora;Mujeres;1986;943
49 Zamora;Mujeres;1985;1.019
49 Zamora;Mujeres;1984;1.005
49 Zamora;Mujeres;1983;1.116
49 Zamora;Mujeres;1982;1.185
49 Zamora;Mujeres;1981;1.093
49 Zamora;Mujeres;1980;1.237
49 Zamora;Mujeres;1979;1.263
49 Zamora;Mujeres;1978;1.325
49 Zamora;Mujeres;1977;1.364
49 Zamora;Mujeres;1976;1.344
49 Zamora;Mujeres;1975;1.330
50 Zaragoza;Total;2022;6.520
50 Zaragoza;Total;2021;6.973
50 Zaragoza;Total;2020;6.688
50 Zaragoza;Total;2019;7.084
50 Zaragoza;Total;2018;7.379
50 Zaragoza;Total;2017;7.862
50 Zaragoza;Total;2016;8.149
50 Zaragoza;Total;2015;8.496
50 Zaragoza;Total;2014;8.758
50 Zaragoza;Total;2013;8.617
50 Zaragoza;Total;2012;8.945
50 Zaragoza;Total;2011;9.484
50 Zaragoza;Total;2010;9.763
50 Zaragoza;Total;2009;9.745
50 Zaragoza;Total;2008;10.292
50 Zaragoza;Total;2007;9.683
50 Zaragoza;Total;2006;9.246
50 Zaragoza;Total;2005;8.713
50 Zaragoza;Total;2004;8.539
50 Zaragoza;Total;2003;8.352
50 Zaragoza;Total;2002;7.831
50 Zaragoza;Total;2001;7.696
50 Zaragoza;Total;2000;7.278
50 Zaragoza;Total;1999;7.044
50 Zaragoza;Total;1998;6.607
50 Zaragoza;Total;1997;6.764
50 Zaragoza;Total;1996;6.652
50 Zaragoza;Total;1995;6.722
50 Zaragoza;Total;1994;6.820
50 Zaragoza;Total;1993;6.886
50 Zaragoza;Total;1992;7.143
50 Zaragoza;Total;1991;6.927
50 Zaragoza;Total;1990;6.845
50 Zaragoza;Total;1989;7.366
50 Zaragoza;Total;1988;7.623
50 Zaragoza;Total;1987;7.591
50 Zaragoza;Total;1986;7.791
50 Zaragoza;Total;1985;8.266
50 Zaragoza;Total;1984;8.650
50 Zaragoza;Total;1983;8.652
50 Zaragoza;Total;1982;9.479
50 Zaragoza;Total;1981;9.879
50 Zaragoza;Total;1980;10.563
50 Zaragoza;Total;1979;11.153
50 Zaragoza;Total;1978;11.969
50 Zaragoza;Total;1977;12.515
50 Zaragoza;Total;1976;13.142
50 Zaragoza;Total;1975;13.201
50 Zaragoza;Hombres;2022;3.356
50 Zaragoza;Hombres;2021;3.580
50 Zaragoza;Hombres;2020;3.409
50 Zaragoza;Hombres;2019;3.672
50 Zaragoza;Hombres;2018;3.802
50 Zaragoza;Hombres;2017;4.051
50 Zaragoza;Hombres;2016;4.162
50 Zaragoza;Hombres;2015;4.354
50 Zaragoza;Hombres;2014;4.588
50 Zaragoza;Hombres;2013;4.423
50 Zaragoza;Hombres;2012;4.577
50 Zaragoza;Hombres;2011;4.878
50 Zaragoza;Hombres;2010;4.993
50 Zaragoza;Hombres;2009;5.049
50 Zaragoza;Hombres;2008;5.366
50 Zaragoza;Hombres;2007;5.012
50 Zaragoza;Hombres;2006;4.799
50 Zaragoza;Hombres;2005;4.495
50 Zaragoza;Hombres;2004;4.364
50 Zaragoza;Hombres;2003;4.350
50 Zaragoza;Hombres;2002;4.040
50 Zaragoza;Hombres;2001;3.948
50 Zaragoza;Hombres;2000;3.798
50 Zaragoza;Hombres;1999;3.691
50 Zaragoza;Hombres;1998;3.476
50 Zaragoza;Hombres;1997;3.469
50 Zaragoza;Hombres;1996;3.399
50 Zaragoza;Hombres;1995;3.442
50 Zaragoza;Hombres;1994;3.443
50 Zaragoza;Hombres;1993;3.530
50 Zaragoza;Hombres;1992;3.617
50 Zaragoza;Hombres;1991;3.487
50 Zaragoza;Hombres;1990;3.615
50 Zaragoza;Hombres;1989;3.843
50 Zaragoza;Hombres;1988;3.907
50 Zaragoza;Hombres;1987;3.883
50 Zaragoza;Hombres;1986;3.990
50 Zaragoza;Hombres;1985;4.227
50 Zaragoza;Hombres;1984;4.521
50 Zaragoza;Hombres;1983;4.491
50 Zaragoza;Hombres;1982;4.939
50 Zaragoza;Hombres;1981;5.187
50 Zaragoza;Hombres;1980;5.490
50 Zaragoza;Hombres;1979;5.651
50 Zaragoza;Hombres;1978;6.181
50 Zaragoza;Hombres;1977;6.369
50 Zaragoza;Hombres;1976;6.815
50 Zaragoza;Hombres;1975;6.801
50 Zaragoza;Mujeres;2022;3.164
50 Zaragoza;Mujeres;2021;3.393
50 Zaragoza;Mujeres;2020;3.279
50 Zaragoza;Mujeres;2019;3.412
50 Zaragoza;Mujeres;2018;3.577
50 Zaragoza;Mujeres;2017;3.811
50 Zaragoza;Mujeres;2016;3.987
50 Zaragoza;Mujeres;2015;4.142
50 Zaragoza;Mujeres;2014;4.170
50 Zaragoza;Mujeres;2013;4.194
50 Zaragoza;Mujeres;2012;4.368
50 Zaragoza;Mujeres;2011;4.606
50 Zaragoza;Mujeres;2010;4.770
50 Zaragoza;Mujeres;2009;4.696
50 Zaragoza;Mujeres;2008;4.926
50 Zaragoza;Mujeres;2007;4.671
50 Zaragoza;Mujeres;2006;4.447
50 Zaragoza;Mujeres;2005;4.218
50 Zaragoza;Mujeres;2004;4.175
50 Zaragoza;Mujeres;2003;4.002
50 Zaragoza;Mujeres;2002;3.791
50 Zaragoza;Mujeres;2001;3.748
50 Zaragoza;Mujeres;2000;3.480
50 Zaragoza;Mujeres;1999;3.353
50 Zaragoza;Mujeres;1998;3.131
50 Zaragoza;Mujeres;1997;3.295
50 Zaragoza;Mujeres;1996;3.253
50 Zaragoza;Mujeres;1995;3.280
50 Zaragoza;Mujeres;1994;3.377
50 Zaragoza;Mujeres;1993;3.356
50 Zaragoza;Mujeres;1992;3.526
50 Zaragoza;Mujeres;1991;3.440
50 Zaragoza;Mujeres;1990;3.230
50 Zaragoza;Mujeres;1989;3.523
50 Zaragoza;Mujeres;1988;3.716
50 Zaragoza;Mujeres;1987;3.708
50 Zaragoza;Mujeres;1986;3.801
50 Zaragoza;Mujeres;1985;4.039
50 Zaragoza;Mujeres;1984;4.129
50 Zaragoza;Mujeres;1983;4.161
50 Zaragoza;Mujeres;1982;4.540
50 Zaragoza;Mujeres;1981;4.692
50 Zaragoza;Mujeres;1980;5.073
50 Zaragoza;Mujeres;1979;5.502
50 Zaragoza;Mujeres;1978;5.788
50 Zaragoza;Mujeres;1977;6.146
50 Zaragoza;Mujeres;1976;6.327
50 Zaragoza;Mujeres;1975;6.400
51 Ceuta;Total;2022;728
51 Ceuta;Total;2021;719
51 Ceuta;Total;2020;843
51 Ceuta;Total;2019;841
51 Ceuta;Total;2018;972
51 Ceuta;Total;2017;1.045
51 Ceuta;Total;2016;1.060
51 Ceuta;Total;2015;1.096
51 Ceuta;Total;2014;1.202
51 Ceuta;Total;2013;1.086
51 Ceuta;Total;2012;1.128
51 Ceuta;Total;2011;1.166
51 Ceuta;Total;2010;1.192
51 Ceuta;Total;2009;1.152
51 Ceuta;Total;2008;1.165
51 Ceuta;Total;2007;1.136
51 Ceuta;Total;2006;1.041
51 Ceuta;Total;2005;1.065
51 Ceuta;Total;2004;1.061
51 Ceuta;Total;2003;1.015
51 Ceuta;Total;2002;1.023
51 Ceuta;Total;2001;981
51 Ceuta;Total;2000;996
51 Ceuta;Total;1999;1.020
51 Ceuta;Total;1998;981
51 Ceuta;Total;1997;1.029
51 Ceuta;Total;1996;963
51 Ceuta;Total;1995;1.055
51 Ceuta;Total;1994;1.008
51 Ceuta;Total;1993;1.128
51 Ceuta;Total;1992;1.083
51 Ceuta;Total;1991;1.053
51 Ceuta;Total;1990;994
51 Ceuta;Total;1989;1.059
51 Ceuta;Total;1988;1.135
51 Ceuta;Total;1987;1.066
51 Ceuta;Total;1986;1.031
51 Ceuta;Total;1985;1.106
51 Ceuta;Total;1984;1.024
51 Ceuta;Total;1983;1.075
51 Ceuta;Total;1982;1.086
51 Ceuta;Total;1981;1.153
51 Ceuta;Total;1980;1.160
51 Ceuta;Total;1979;1.193
51 Ceuta;Total;1978;1.257
51 Ceuta;Total;1977;1.227
51 Ceuta;Total;1976;1.287
51 Ceuta;Total;1975;1.317
51 Ceuta;Hombres;2022;391
51 Ceuta;Hombres;2021;389
51 Ceuta;Hombres;2020;435
51 Ceuta;Hombres;2019;426
51 Ceuta;Hombres;2018;442
51 Ceuta;Hombres;2017;555
51 Ceuta;Hombres;2016;560
51 Ceuta;Hombres;2015;600
51 Ceuta;Hombres;2014;602
51 Ceuta;Hombres;2013;561
51 Ceuta;Hombres;2012;598
51 Ceuta;Hombres;2011;616
51 Ceuta;Hombres;2010;620
51 Ceuta;Hombres;2009;605
51 Ceuta;Hombres;2008;572
51 Ceuta;Hombres;2007;576
51 Ceuta;Hombres;2006;500
51 Ceuta;Hombres;2005;543
51 Ceuta;Hombres;2004;561
51 Ceuta;Hombres;2003;537
51 Ceuta;Hombres;2002;506
51 Ceuta;Hombres;2001;517
51 Ceuta;Hombres;2000;502
51 Ceuta;Hombres;1999;490
51 Ceuta;Hombres;1998;517
51 Ceuta;Hombres;1997;513
51 Ceuta;Hombres;1996;504
51 Ceuta;Hombres;1995;534
51 Ceuta;Hombres;1994;528
51 Ceuta;Hombres;1993;582
51 Ceuta;Hombres;1992;571
51 Ceuta;Hombres;1991;548
51 Ceuta;Hombres;1990;489
51 Ceuta;Hombres;1989;552
51 Ceuta;Hombres;1988;555
51 Ceuta;Hombres;1987;540
51 Ceuta;Hombres;1986;540
51 Ceuta;Hombres;1985;561
51 Ceuta;Hombres;1984;514
51 Ceuta;Hombres;1983;528
51 Ceuta;Hombres;1982;564
51 Ceuta;Hombres;1981;568
51 Ceuta;Hombres;1980;616
51 Ceuta;Hombres;1979;622
51 Ceuta;Hombres;1978;642
51 Ceuta;Hombres;1977;648
51 Ceuta;Hombres;1976;636
51 Ceuta;Hombres;1975;668
51 Ceuta;Mujeres;2022;337
51 Ceuta;Mujeres;2021;330
51 Ceuta;Mujeres;2020;408
51 Ceuta;Mujeres;2019;415
51 Ceuta;Mujeres;2018;530
51 Ceuta;Mujeres;2017;490
51 Ceuta;Mujeres;2016;500
51 Ceuta;Mujeres;2015;496
51 Ceuta;Mujeres;2014;600
51 Ceuta;Mujeres;2013;525
51 Ceuta;Mujeres;2012;530
51 Ceuta;Mujeres;2011;550
51 Ceuta;Mujeres;2010;572
51 Ceuta;Mujeres;2009;547
51 Ceuta;Mujeres;2008;593
51 Ceuta;Mujeres;2007;560
51 Ceuta;Mujeres;2006;541
51 Ceuta;Mujeres;2005;522
51 Ceuta;Mujeres;2004;500
51 Ceuta;Mujeres;2003;478
51 Ceuta;Mujeres;2002;517
51 Ceuta;Mujeres;2001;464
51 Ceuta;Mujeres;2000;494
51 Ceuta;Mujeres;1999;530
51 Ceuta;Mujeres;1998;464
51 Ceuta;Mujeres;1997;516
51 Ceuta;Mujeres;1996;459
51 Ceuta;Mujeres;1995;521
51 Ceuta;Mujeres;1994;480
51 Ceuta;Mujeres;1993;546
51 Ceuta;Mujeres;1992;512
51 Ceuta;Mujeres;1991;505
51 Ceuta;Mujeres;1990;505
51 Ceuta;Mujeres;1989;507
51 Ceuta;Mujeres;1988;580
51 Ceuta;Mujeres;1987;526
51 Ceuta;Mujeres;1986;491
51 Ceuta;Mujeres;1985;545
51 Ceuta;Mujeres;1984;510
51 Ceuta;Mujeres;1983;547
51 Ceuta;Mujeres;1982;522
51 Ceuta;Mujeres;1981;585
51 Ceuta;Mujeres;1980;544
51 Ceuta;Mujeres;1979;571
51 Ceuta;Mujeres;1978;615
51 Ceuta;Mujeres;1977;579
51 Ceuta;Mujeres;1976;651
51 Ceuta;Mujeres;1975;649
52 Melilla;Total;2022;894
52 Melilla;Total;2021;933
52 Melilla;Total;2020;962
52 Melilla;Total;2019;1.236
52 Melilla;Total;2018;1.340
52 Melilla;Total;2017;1.342
52 Melilla;Total;2016;1.456
52 Melilla;Total;2015;1.510
52 Melilla;Total;2014;1.625
52 Melilla;Total;2013;1.509
52 Melilla;Total;2012;1.516
52 Melilla;Total;2011;1.455
52 Melilla;Total;2010;1.359
52 Melilla;Total;2009;1.273
52 Melilla;Total;2008;1.252
52 Melilla;Total;2007;1.112
52 Melilla;Total;2006;1.122
52 Melilla;Total;2005;1.012
52 Melilla;Total;2004;995
52 Melilla;Total;2003;1.107
52 Melilla;Total;2002;1.049
52 Melilla;Total;2001;1.133
52 Melilla;Total;2000;1.103
52 Melilla;Total;1999;1.036
52 Melilla;Total;1998;1.049
52 Melilla;Total;1997;1.034
52 Melilla;Total;1996;1.017
52 Melilla;Total;1995;1.066
52 Melilla;Total;1994;1.051
52 Melilla;Total;1993;1.124
52 Melilla;Total;1992;1.150
52 Melilla;Total;1991;1.010
52 Melilla;Total;1990;1.015
52 Melilla;Total;1989;997
52 Melilla;Total;1988;1.044
52 Melilla;Total;1987;952
52 Melilla;Total;1986;978
52 Melilla;Total;1985;975
52 Melilla;Total;1984;926
52 Melilla;Total;1983;944
52 Melilla;Total;1982;912
52 Melilla;Total;1981;826
52 Melilla;Total;1980;873
52 Melilla;Total;1979;805
52 Melilla;Total;1978;820
52 Melilla;Total;1977;842
52 Melilla;Total;1976;835
52 Melilla;Total;1975;729
52 Melilla;Hombres;2022;449
52 Melilla;Hombres;2021;480
52 Melilla;Hombres;2020;484
52 Melilla;Hombres;2019;649
52 Melilla;Hombres;2018;687
52 Melilla;Hombres;2017;716
52 Melilla;Hombres;2016;738
52 Melilla;Hombres;2015;780
52 Melilla;Hombres;2014;868
52 Melilla;Hombres;2013;796
52 Melilla;Hombres;2012;795
52 Melilla;Hombres;2011;774
52 Melilla;Hombres;2010;686
52 Melilla;Hombres;2009;681
52 Melilla;Hombres;2008;639
52 Melilla;Hombres;2007;580
52 Melilla;Hombres;2006;581
52 Melilla;Hombres;2005;504
52 Melilla;Hombres;2004;506
52 Melilla;Hombres;2003;567
52 Melilla;Hombres;2002;548
52 Melilla;Hombres;2001;566
52 Melilla;Hombres;2000;587
52 Melilla;Hombres;1999;537
