,Provincias,Sexo,Periodo,Poblacion,Defunciones,Nacimientos,Delitos,Tasa de mortalidad,Tasa de natalidad,Tasa de criminalidad
3121,22-Huesca,Total,1976,,2041,2806,,,,
3122,22-Huesca,Total,1977,,1879,2790,,,,
3123,22-Huesca,Total,1978,,1918,2703,,,,
3124,22-Huesca,Total,1979,,1910,2609,,,,
3125,22-Huesca,Total,1980,,1939,2687,,,,
3126,22-Huesca,Total,1981,,1844,2327,,,,
3127,22-Huesca,Total,1982,,1765,2304,,,,
3128,22-Huesca,Total,1983,,2127,2107,,,,
3129,22-Huesca,Total,1984,,2154,2039,,,,
3130,22-Huesca,Total,1985,,2196,1986,,,,
3131,22-Huesca,Total,1986,,2189,1949,,,,
3132,22-Huesca,Total,1987,,2127,1832,,,,
3133,22-Huesca,Total,1988,,2140,1721,,,,
3134,22-Huesca,Total,1989,,2099,1675,,,,
3135,22-Huesca,Total,1990,,2075,1641,,,,
3136,22-Huesca,Total,1991,,2153,1679,,,,
3137,22-Huesca,Total,1992,,2005,1721,,,,
3138,22-Huesca,Total,1993,,2114,1493,,,,
3139,22-Huesca,Total,1994,,2259,1647,,,,
3140,22-Huesca,Total,1995,,2354,1569,,,,
3141,22-Huesca,Total,1996,206916,2512,1603,,12.14,7.75,
3142,22-Huesca,Total,1997,,2396,1556,,,,
3143,22-Huesca,Total,1998,204956,2442,1552,,11.91,7.57,
3144,22-Huesca,Total,1999,205429,2571,1589,,12.52,7.74,
3145,22-Huesca,Total,2000,205430,2349,1573,,11.43,7.66,
3146,22-Huesca,Total,2001,205955,2412,1648,,11.71,8.0,
3147,22-Huesca,Total,2002,208963,2493,1623,,11.93,7.77,
3148,22-Huesca,Total,2003,211286,2539,1652,,12.02,7.82,
3149,22-Huesca,Total,2004,212901,2443,1840,,11.47,8.64,
3150,22-Huesca,Total,2005,215864,2583,1801,,11.97,8.34,
3151,22-Huesca,Total,2006,218023,2435,1898,,11.17,8.71,
3152,22-Huesca,Total,2007,220107,2390,1944,,10.86,8.83,
3153,22-Huesca,Total,2008,225271,2474,2141,,10.98,9.5,
3154,22-Huesca,Total,2009,228409,2478,2072,,10.85,9.07,
3155,22-Huesca,Total,2010,228566,2495,1995,,10.92,8.73,
3156,22-Huesca,Total,2011,228361,2477,1929,,10.85,8.45,
3157,22-Huesca,Total,2012,227609,2559,1899,,11.24,8.34,
3158,22-Huesca,Total,2013,226329,2439,1921,,10.78,8.49,
3159,22-Huesca,Total,2014,224909,2513,1733,,11.17,7.71,
3160,22-Huesca,Total,2015,222909,2726,1870,,12.23,8.39,
3161,22-Huesca,Total,2016,221079,2524,1721,1373.0,11.42,7.78,6.21
3162,22-Huesca,Total,2017,219702,2590,1723,1453.0,11.79,7.84,6.61
3163,22-Huesca,Total,2018,219345,2578,1651,1406.0,11.75,7.53,6.41
3164,22-Huesca,Total,2019,220461,2391,1580,1412.0,10.85,7.17,6.4
3165,22-Huesca,Total,2020,222687,2888,1486,1215.0,12.97,6.67,5.46
3166,22-Huesca,Total,2021,224264,2523,1573,1618.0,11.25,7.01,7.21
3167,22-Huesca,Total,2022,,2734,1509,1622.0,,,
3168,23-Jaén,Hombres,1975,,2752,5628,,,,
3169,23-Jaén,Hombres,1976,,2875,5616,,,,
3170,23-Jaén,Hombres,1977,,2666,5395,,,,
3171,23-Jaén,Hombres,1978,,2749,5287,,,,
3172,23-Jaén,Hombres,1979,,2688,5473,,,,
3173,23-Jaén,Hombres,1980,,2666,5544,,,,
3174,23-Jaén,Hombres,1981,,2719,5139,,,,
3175,23-Jaén,Hombres,1982,,2620,5070,,,,
3176,23-Jaén,Hombres,1983,,2758,4914,,,,
3177,23-Jaén,Hombres,1984,,2769,4991,,,,
3178,23-Jaén,Hombres,1985,,2827,4688,,,,
3179,23-Jaén,Hombres,1986,,2849,4743,,,,
3180,23-Jaén,Hombres,1987,,2850,4495,,,,
3181,23-Jaén,Hombres,1988,,2914,4518,,,,
3182,23-Jaén,Hombres,1989,,2818,4533,,,,
3183,23-Jaén,Hombres,1990,,3005,4269,,,,
3184,23-Jaén,Hombres,1991,,2875,4354,,,,
3185,23-Jaén,Hombres,1992,,2750,4204,,,,
3186,23-Jaén,Hombres,1993,,2993,4372,,,,
3187,23-Jaén,Hombres,1994,,2970,4117,,,,
3188,23-Jaén,Hombres,1995,,2962,3868,,,,
3189,23-Jaén,Hombres,1996,319859,2935,3671,,9.18,11.48,
3190,23-Jaén,Hombres,1997,,2998,3624,,,,
3191,23-Jaén,Hombres,1998,319272,3260,3546,,10.21,11.11,
3192,23-Jaén,Hombres,1999,321263,3238,3773,,10.08,11.74,
3193,23-Jaén,Hombres,2000,319203,3084,3502,,9.66,10.97,
3194,23-Jaén,Hombres,2001,319613,3093,3329,,9.68,10.42,
3195,23-Jaén,Hombres,2002,320575,3156,3382,,9.84,10.55,
3196,23-Jaén,Hombres,2003,323089,3183,3405,,9.85,10.54,
3197,23-Jaén,Hombres,2004,324877,3272,3507,,10.07,10.79,
3198,23-Jaén,Hombres,2005,328041,3320,3396,,10.12,10.35,
3199,23-Jaén,Hombres,2006,329496,3096,3489,,9.4,10.59,
3200,23-Jaén,Hombres,2007,330543,3383,3498,,10.23,10.58,
3201,23-Jaén,Hombres,2008,332568,3187,3668,,9.58,11.03,
3202,23-Jaén,Hombres,2009,332517,3358,3371,,10.1,10.14,
3203,23-Jaén,Hombres,2010,332900,3259,3269,,9.79,9.82,
3204,23-Jaén,Hombres,2011,333384,3299,3139,,9.9,9.42,
3205,23-Jaén,Hombres,2012,334226,3367,3134,,10.07,9.38,
3206,23-Jaén,Hombres,2013,330505,3232,2797,,9.78,8.46,
3207,23-Jaén,Hombres,2014,326583,3137,2810,,9.61,8.6,
3208,23-Jaén,Hombres,2015,323861,3442,2805,,10.63,8.66,
3209,23-Jaén,Hombres,2016,320862,3387,2803,4305.0,10.56,8.74,13.42
3210,23-Jaén,Hombres,2017,318430,3408,2475,4610.0,10.7,7.77,14.48
3211,23-Jaén,Hombres,2018,315549,3458,2529,4702.0,10.96,8.01,14.9
3212,23-Jaén,Hombres,2019,313356,3310,2454,4460.0,10.56,7.83,14.23
3213,23-Jaén,Hombres,2020,312364,3666,2343,3441.0,11.74,7.5,11.02
3214,23-Jaén,Hombres,2021,310323,3491,2317,4389.0,11.25,7.47,14.14
3215,23-Jaén,Hombres,2022,,3709,2284,4475.0,,,
3216,23-Jaén,Mujeres,1975,,2579,5111,,,,
3217,23-Jaén,Mujeres,1976,,2715,5230,,,,
3218,23-Jaén,Mujeres,1977,,2457,4955,,,,
3219,23-Jaén,Mujeres,1978,,2573,4987,,,,
3220,23-Jaén,Mujeres,1979,,2499,4940,,,,
3221,23-Jaén,Mujeres,1980,,2472,5061,,,,
3222,23-Jaén,Mujeres,1981,,2552,4558,,,,
3223,23-Jaén,Mujeres,1982,,2479,4744,,,,
3224,23-Jaén,Mujeres,1983,,2685,4689,,,,
3225,23-Jaén,Mujeres,1984,,2602,4575,,,,
3226,23-Jaén,Mujeres,1985,,2693,4478,,,,
3227,23-Jaén,Mujeres,1986,,2689,4473,,,,
3228,23-Jaén,Mujeres,1987,,2619,4315,,,,
3229,23-Jaén,Mujeres,1988,,2767,4187,,,,
3230,23-Jaén,Mujeres,1989,,2584,4290,,,,
3231,23-Jaén,Mujeres,1990,,2713,4047,,,,
3232,23-Jaén,Mujeres,1991,,2644,3960,,,,
3233,23-Jaén,Mujeres,1992,,2530,4048,,,,
3234,23-Jaén,Mujeres,1993,,2570,4025,,,,
3235,23-Jaén,Mujeres,1994,,2578,3701,,,,
3236,23-Jaén,Mujeres,1995,,2627,3600,,,,
3237,23-Jaén,Mujeres,1996,328692,2700,3425,,8.21,10.42,
3238,23-Jaén,Mujeres,1997,,2717,3404,,,,
3239,23-Jaén,Mujeres,1998,326520,2787,3220,,8.54,9.86,
3240,23-Jaén,Mujeres,1999,328399,2825,3363,,8.6,10.24,
3241,23-Jaén,Mujeres,2000,326508,2762,3268,,8.46,10.01,
3242,23-Jaén,Mujeres,2001,326168,2682,3117,,8.22,9.56,
3243,23-Jaén,Mujeres,2002,326812,2767,3145,,8.47,9.62,
3244,23-Jaén,Mujeres,2003,328476,2966,3283,,9.03,9.99,
3245,23-Jaén,Mujeres,2004,329581,2858,3249,,8.67,9.86,
3246,23-Jaén,Mujeres,2005,332243,2966,3205,,8.93,9.65,
3247,23-Jaén,Mujeres,2006,333255,2850,3387,,8.55,10.16,
3248,23-Jaén,Mujeres,2007,334199,3064,3243,,9.17,9.7,
3249,23-Jaén,Mujeres,2008,334870,3006,3400,,8.98,10.15,
3250,23-Jaén,Mujeres,2009,337265,2929,3237,,8.68,9.6,
3251,23-Jaén,Mujeres,2010,337861,2771,3040,,8.2,9.0,
3252,23-Jaén,Mujeres,2011,337216,3000,3048,,8.9,9.04,
3253,23-Jaén,Mujeres,2012,336016,3062,2802,,9.11,8.34,
3254,23-Jaén,Mujeres,2013,334411,2967,2726,,8.87,8.15,
3255,23-Jaén,Mujeres,2014,332450,3000,2777,,9.02,8.35,
3256,23-Jaén,Mujeres,2015,330309,3300,2620,,9.99,7.93,
3257,23-Jaén,Mujeres,2016,327388,3092,2545,757.0,9.44,7.77,2.31
3258,23-Jaén,Mujeres,2017,325054,3197,2425,911.0,9.84,7.46,2.8
3259,23-Jaén,Mujeres,2018,322550,3418,2357,885.0,10.6,7.31,2.74
3260,23-Jaén,Mujeres,2019,320208,3210,2282,787.0,10.02,7.13,2.46
3261,23-Jaén,Mujeres,2020,319017,3690,2184,528.0,11.57,6.85,1.66
3262,23-Jaén,Mujeres,2021,316867,3443,2182,698.0,10.87,6.89,2.2
3263,23-Jaén,Mujeres,2022,,3602,1968,834.0,,,
3264,23-Jaén,Total,1975,,5331,10739,,,,
3265,23-Jaén,Total,1976,,5590,10846,,,,
3266,23-Jaén,Total,1977,,5123,10350,,,,
3267,23-Jaén,Total,1978,,5322,10274,,,,
3268,23-Jaén,Total,1979,,5187,10413,,,,
3269,23-Jaén,Total,1980,,5138,10605,,,,
3270,23-Jaén,Total,1981,,5271,9697,,,,
3271,23-Jaén,Total,1982,,5099,9814,,,,
3272,23-Jaén,Total,1983,,5443,9603,,,,
3273,23-Jaén,Total,1984,,5371,9566,,,,
3274,23-Jaén,Total,1985,,5520,9166,,,,
3275,23-Jaén,Total,1986,,5538,9216,,,,
3276,23-Jaén,Total,1987,,5469,8810,,,,
3277,23-Jaén,Total,1988,,5681,8705,,,,
3278,23-Jaén,Total,1989,,5402,8823,,,,
3279,23-Jaén,Total,1990,,5718,8316,,,,
3280,23-Jaén,Total,1991,,5519,8314,,,,
3281,23-Jaén,Total,1992,,5280,8252,,,,
3282,23-Jaén,Total,1993,,5563,8397,,,,
3283,23-Jaén,Total,1994,,5548,7818,,,,
3284,23-Jaén,Total,1995,,5589,7468,,,,
3285,23-Jaén,Total,1996,648551,5635,7096,,8.69,10.94,
3286,23-Jaén,Total,1997,,5715,7028,,,,
3287,23-Jaén,Total,1998,645792,6047,6766,,9.36,10.48,
3288,23-Jaén,Total,1999,649662,6063,7136,,9.33,10.98,
3289,23-Jaén,Total,2000,645711,5846,6770,,9.05,10.48,
3290,23-Jaén,Total,2001,645781,5775,6446,,8.94,9.98,
3291,23-Jaén,Total,2002,647387,5923,6527,,9.15,10.08,
3292,23-Jaén,Total,2003,651565,6149,6688,,9.44,10.26,
3293,23-Jaén,Total,2004,654458,6130,6756,,9.37,10.32,
3294,23-Jaén,Total,2005,660284,6286,6601,,9.52,10.0,
3295,23-Jaén,Total,2006,662751,5946,6876,,8.97,10.37,
3296,23-Jaén,Total,2007,664742,6447,6741,,9.7,10.14,
3297,23-Jaén,Total,2008,667438,6193,7068,,9.28,10.59,
3298,23-Jaén,Total,2009,669782,6287,6608,,9.39,9.87,
3299,23-Jaén,Total,2010,670761,6030,6309,,8.99,9.41,
3300,23-Jaén,Total,2011,670600,6299,6187,,9.39,9.23,
3301,23-Jaén,Total,2012,670242,6429,5936,,9.59,8.86,
3302,23-Jaén,Total,2013,664916,6199,5523,,9.32,8.31,
3303,23-Jaén,Total,2014,659033,6137,5587,,9.31,8.48,
3304,23-Jaén,Total,2015,654170,6742,5425,,10.31,8.29,
3305,23-Jaén,Total,2016,648250,6479,5348,5062.0,9.99,8.25,7.81
3306,23-Jaén,Total,2017,643484,6605,4900,5521.0,10.26,7.61,8.58
3307,23-Jaén,Total,2018,638099,6876,4886,5587.0,10.78,7.66,8.76
3308,23-Jaén,Total,2019,633564,6520,4736,5247.0,10.29,7.48,8.28
3309,23-Jaén,Total,2020,631381,7356,4527,3969.0,11.65,7.17,6.29
3310,23-Jaén,Total,2021,627190,6934,4499,5087.0,11.06,7.17,8.11
3311,23-Jaén,Total,2022,,7311,4252,5309.0,,,
3312,24-León,Hombres,1975,,2523,3633,,,,
3313,24-León,Hombres,1976,,2650,3793,,,,
3314,24-León,Hombres,1977,,2588,3660,,,,
3315,24-León,Hombres,1978,,2620,3731,,,,
3316,24-León,Hombres,1979,,2602,3583,,,,
3317,24-León,Hombres,1980,,2550,3458,,,,
3318,24-León,Hombres,1981,,2715,3345,,,,
3319,24-León,Hombres,1982,,2516,3213,,,,
3320,24-León,Hombres,1983,,2650,3080,,,,
3321,24-León,Hombres,1984,,2614,3066,,,,
3322,24-León,Hombres,1985,,2693,2927,,,,
3323,24-León,Hombres,1986,,2645,2692,,,,
3324,24-León,Hombres,1987,,2644,2492,,,,
3325,24-León,Hombres,1988,,2678,2324,,,,
3326,24-León,Hombres,1989,,2616,2231,,,,
3327,24-León,Hombres,1990,,2771,2087,,,,
3328,24-León,Hombres,1991,,2753,2113,,,,
3329,24-León,Hombres,1992,,2666,2019,,,,
3330,24-León,Hombres,1993,,2797,1874,,,,
3331,24-León,Hombres,1994,,2720,1772,,,,
3332,24-León,Hombres,1995,,2605,1722,,,,
3333,24-León,Hombres,1996,253256,2729,1670,,10.78,6.59,
3334,24-León,Hombres,1997,,2690,1760,,,,
3335,24-León,Hombres,1998,247569,2846,1723,,11.5,6.96,
3336,24-León,Hombres,1999,247677,2863,1607,,11.56,6.49,
3337,24-León,Hombres,2000,245282,2868,1647,,11.69,6.71,
3338,24-León,Hombres,2001,243846,2844,1653,,11.66,6.78,
3339,24-León,Hombres,2002,242409,2853,1603,,11.77,6.61,
3340,24-León,Hombres,2003,242106,3025,1615,,12.49,6.67,
3341,24-León,Hombres,2004,240342,2957,1702,,12.3,7.08,
3342,24-León,Hombres,2005,241756,3000,1737,,12.41,7.18,
3343,24-León,Hombres,2006,243051,2866,1711,,11.79,7.04,
3344,24-León,Hombres,2007,242939,3166,1794,,13.03,7.38,
3345,24-León,Hombres,2008,244786,2952,1808,,12.06,7.39,
3346,24-León,Hombres,2009,244716,2985,1791,,12.2,7.32,
3347,24-León,Hombres,2010,244199,3049,1718,,12.49,7.04,
3348,24-León,Hombres,2011,243316,2864,1714,,11.77,7.04,
3349,24-León,Hombres,2012,241749,3093,1659,,12.79,6.86,
3350,24-León,Hombres,2013,239179,3043,1596,,12.72,6.67,
3351,24-León,Hombres,2014,236537,3003,1599,,12.7,6.76,
3352,24-León,Hombres,2015,233664,3064,1593,,13.11,6.82,
3353,24-León,Hombres,2016,230727,3113,1502,2402.0,13.49,6.51,10.41
3354,24-León,Hombres,2017,228059,3062,1310,2785.0,13.43,5.74,12.21
3355,24-León,Hombres,2018,225646,3165,1370,2528.0,14.03,6.07,11.2
3356,24-León,Hombres,2019,223744,3130,1219,2706.0,13.99,5.45,12.09
3357,24-León,Hombres,2020,221904,3822,1164,2175.0,17.22,5.25,9.8
3358,24-León,Hombres,2021,219532,3161,1180,2713.0,14.4,5.38,12.36
3359,24-León,Hombres,2022,,3323,1126,3029.0,,,
3360,24-León,Mujeres,1975,,2233,3419,,,,
3361,24-León,Mujeres,1976,,2265,3556,,,,
3362,24-León,Mujeres,1977,,2293,3519,,,,
3363,24-León,Mujeres,1978,,2140,3491,,,,
3364,24-León,Mujeres,1979,,2223,3396,,,,
3365,24-León,Mujeres,1980,,2197,3239,,,,
3366,24-León,Mujeres,1981,,2295,3115,,,,
3367,24-León,Mujeres,1982,,2228,3117,,,,
3368,24-León,Mujeres,1983,,2348,2933,,,,
3369,24-León,Mujeres,1984,,2114,2896,,,,
3370,24-León,Mujeres,1985,,2300,2586,,,,
3371,24-León,Mujeres,1986,,2304,2511,,,,
3372,24-León,Mujeres,1987,,2195,2321,,,,
3373,24-León,Mujeres,1988,,2246,2213,,,,
3374,24-León,Mujeres,1989,,2212,2127,,,,
3375,24-León,Mujeres,1990,,2344,2060,,,,
3376,24-León,Mujeres,1991,,2295,1941,,,,
3377,24-León,Mujeres,1992,,2279,1813,,,,
3378,24-León,Mujeres,1993,,2227,1717,,,,
3379,24-León,Mujeres,1994,,2301,1615,,,,
3380,24-León,Mujeres,1995,,2435,1585,,,,
3381,24-León,Mujeres,1996,263935,2371,1570,,8.98,5.95,
3382,24-León,Mujeres,1997,,2278,1600,,,,
3383,24-León,Mujeres,1998,258796,2427,1502,,9.38,5.8,
3384,24-León,Mujeres,1999,258834,2458,1548,,9.5,5.98,
3385,24-León,Mujeres,2000,256873,2387,1553,,9.29,6.05,
3386,24-León,Mujeres,2001,255671,2416,1535,,9.45,6.0,
3387,24-León,Mujeres,2002,254246,2616,1579,,10.29,6.21,
3388,24-León,Mujeres,2003,253892,2662,1622,,10.48,6.39,
3389,24-León,Mujeres,2004,252378,2599,1602,,10.3,6.35,
3390,24-León,Mujeres,2005,254146,2731,1576,,10.75,6.2,
3391,24-León,Mujeres,2006,255172,2654,1583,,10.4,6.2,
3392,24-León,Mujeres,2007,254448,2804,1721,,11.02,6.76,
3393,24-León,Mujeres,2008,255414,2841,1703,,11.12,6.67,
3394,24-León,Mujeres,2009,255453,2658,1694,,10.41,6.63,
3395,24-León,Mujeres,2010,255085,2744,1720,,10.76,6.74,
3396,24-León,Mujeres,2011,254483,2786,1619,,10.95,6.36,
3397,24-León,Mujeres,2012,252702,2895,1541,,11.46,6.1,
3398,24-León,Mujeres,2013,250573,2812,1448,,11.22,5.78,
3399,24-León,Mujeres,2014,248157,2902,1439,,11.69,5.8,
3400,24-León,Mujeres,2015,245731,3154,1433,,12.84,5.83,
3401,24-León,Mujeres,2016,242877,2979,1367,532.0,12.27,5.63,2.19
3402,24-León,Mujeres,2017,240257,3048,1324,691.0,12.69,5.51,2.88
3403,24-León,Mujeres,2018,238100,3144,1263,658.0,13.2,5.3,2.76
3404,24-León,Mujeres,2019,236257,3022,1151,692.0,12.79,4.87,2.93
3405,24-León,Mujeres,2020,234535,3815,1112,556.0,16.27,4.74,2.37
3406,24-León,Mujeres,2021,232174,3059,1121,677.0,13.18,4.83,2.92
3407,24-León,Mujeres,2022,,3328,1033,742.0,,,
3408,24-León,Total,1975,,4756,7052,,,,
3409,24-León,Total,1976,,4915,7349,,,,
3410,24-León,Total,1977,,4881,7179,,,,
3411,24-León,Total,1978,,4760,7222,,,,
3412,24-León,Total,1979,,4825,6979,,,,
3413,24-León,Total,1980,,4747,6697,,,,
3414,24-León,Total,1981,,5010,6460,,,,
3415,24-León,Total,1982,,4744,6330,,,,
3416,24-León,Total,1983,,4998,6013,,,,
3417,24-León,Total,1984,,4728,5962,,,,
3418,24-León,Total,1985,,4993,5513,,,,
3419,24-León,Total,1986,,4949,5203,,,,
3420,24-León,Total,1987,,4839,4813,,,,
3421,24-León,Total,1988,,4924,4537,,,,
3422,24-León,Total,1989,,4828,4358,,,,
3423,24-León,Total,1990,,5115,4147,,,,
3424,24-León,Total,1991,,5048,4054,,,,
3425,24-León,Total,1992,,4945,3832,,,,
3426,24-León,Total,1993,,5024,3591,,,,
3427,24-León,Total,1994,,5021,3387,,,,
3428,24-León,Total,1995,,5040,3307,,,,
3429,24-León,Total,1996,517191,5100,3240,,9.86,6.26,
3430,24-León,Total,1997,,4968,3360,,,,
3431,24-León,Total,1998,506365,5273,3225,,10.41,6.37,
3432,24-León,Total,1999,506511,5321,3155,,10.51,6.23,
3433,24-León,Total,2000,502155,5255,3200,,10.46,6.37,
3434,24-León,Total,2001,499517,5260,3188,,10.53,6.38,
3435,24-León,Total,2002,496655,5469,3182,,11.01,6.41,
3436,24-León,Total,2003,495998,5687,3237,,11.47,6.53,
3437,24-León,Total,2004,492720,5556,3304,,11.28,6.71,
3438,24-León,Total,2005,495902,5731,3313,,11.56,6.68,
3439,24-León,Total,2006,498223,5520,3294,,11.08,6.61,
3440,24-León,Total,2007,497387,5970,3515,,12.0,7.07,
3441,24-León,Total,2008,500200,5793,3511,,11.58,7.02,
3442,24-León,Total,2009,500169,5643,3485,,11.28,6.97,
3443,24-León,Total,2010,499284,5793,3438,,11.6,6.89,
3444,24-León,Total,2011,497799,5650,3333,,11.35,6.7,
3445,24-León,Total,2012,494451,5988,3200,,12.11,6.47,
3446,24-León,Total,2013,489752,5855,3044,,11.96,6.22,
3447,24-León,Total,2014,484694,5905,3038,,12.18,6.27,
3448,24-León,Total,2015,479395,6218,3026,,12.97,6.31,
3449,24-León,Total,2016,473604,6092,2869,2934.0,12.86,6.06,6.2
3450,24-León,Total,2017,468316,6110,2634,3476.0,13.05,5.62,7.42
3451,24-León,Total,2018,463746,6309,2633,3186.0,13.6,5.68,6.87
3452,24-León,Total,2019,460001,6152,2370,3398.0,13.37,5.15,7.39
3453,24-León,Total,2020,456439,7637,2276,2731.0,16.73,4.99,5.98
3454,24-León,Total,2021,451706,6220,2301,3390.0,13.77,5.09,7.5
3455,24-León,Total,2022,,6651,2159,3771.0,,,
3456,25-Lleida,Hombres,1975,,1846,2644,,,,
3457,25-Lleida,Hombres,1976,,1830,2750,,,,
3458,25-Lleida,Hombres,1977,,1877,2628,,,,
3459,25-Lleida,Hombres,1978,,1901,2561,,,,
3460,25-Lleida,Hombres,1979,,1844,2424,,,,
3461,25-Lleida,Hombres,1980,,1684,2279,,,,
3462,25-Lleida,Hombres,1981,,1662,2169,,,,
3463,25-Lleida,Hombres,1982,,1674,2129,,,,
3464,25-Lleida,Hombres,1983,,1799,1943,,,,
3465,25-Lleida,Hombres,1984,,1768,1907,,,,
3466,25-Lleida,Hombres,1985,,1860,1855,,,,
3467,25-Lleida,Hombres,1986,,1857,1633,,,,
3468,25-Lleida,Hombres,1987,,1801,1650,,,,
3469,25-Lleida,Hombres,1988,,1836,1682,,,,
3470,25-Lleida,Hombres,1989,,1936,1608,,,,
3471,25-Lleida,Hombres,1990,,1942,1618,,,,
3472,25-Lleida,Hombres,1991,,2079,1604,,,,
3473,25-Lleida,Hombres,1992,,2058,1710,,,,
3474,25-Lleida,Hombres,1993,,2053,1663,,,,
3475,25-Lleida,Hombres,1994,,2092,1507,,,,
3476,25-Lleida,Hombres,1995,,2129,1577,,,,
3477,25-Lleida,Hombres,1996,177372,2014,1547,,11.35,8.72,
3478,25-Lleida,Hombres,1997,,2171,1497,,,,
3479,25-Lleida,Hombres,1998,178152,2208,1558,,12.39,8.75,
3480,25-Lleida,Hombres,1999,179089,2171,1612,,12.12,9.0,
3481,25-Lleida,Hombres,2000,180132,2098,1659,,11.65,9.21,
3482,25-Lleida,Hombres,2001,182362,2126,1748,,11.66,9.59,
3483,25-Lleida,Hombres,2002,186026,2159,1775,,11.61,9.54,
3484,25-Lleida,Hombres,2003,189998,2247,1950,,11.83,10.26,
3485,25-Lleida,Hombres,2004,194378,2142,2013,,11.02,10.36,
3486,25-Lleida,Hombres,2005,203618,2287,2174,,11.23,10.68,
3487,25-Lleida,Hombres,2006,208332,2131,2276,,10.23,10.92,
3488,25-Lleida,Hombres,2007,211268,2157,2347,,10.21,11.11,
3489,25-Lleida,Hombres,2008,218379,2119,2643,,9.7,12.1,
3490,25-Lleida,Hombres,2009,223095,2151,2619,,9.64,11.74,
3491,25-Lleida,Hombres,2010,224397,2187,2534,,9.75,11.29,
3492,25-Lleida,Hombres,2011,225388,2181,2360,,9.68,10.47,
3493,25-Lleida,Hombres,2012,225345,2197,2231,,9.75,9.9,
3494,25-Lleida,Hombres,2013,223779,2129,2104,,9.51,9.4,
3495,25-Lleida,Hombres,2014,221891,2120,2128,,9.55,9.59,
3496,25-Lleida,Hombres,2015,220719,2198,2057,,9.96,9.32,
3497,25-Lleida,Hombres,2016,219917,2096,1950,2875.0,9.53,8.87,13.07
3498,25-Lleida,Hombres,2017,219059,2157,1908,2890.0,9.85,8.71,13.19
3499,25-Lleida,Hombres,2018,219509,2266,1811,3209.0,10.32,8.25,14.62
3500,25-Lleida,Hombres,2019,220878,2137,1786,3200.0,9.68,8.09,14.49
3501,25-Lleida,Hombres,2020,223323,2513,1689,2189.0,11.25,7.56,9.8
3502,25-Lleida,Hombres,2021,224156,2365,1679,3556.0,10.55,7.49,15.86
3503,25-Lleida,Hombres,2022,,2319,1671,3700.0,,,
3504,25-Lleida,Mujeres,1975,,1662,2446,,,,
3505,25-Lleida,Mujeres,1976,,1587,2608,,,,
3506,25-Lleida,Mujeres,1977,,1552,2447,,,,
3507,25-Lleida,Mujeres,1978,,1578,2464,,,,
3508,25-Lleida,Mujeres,1979,,1483,2388,,,,
3509,25-Lleida,Mujeres,1980,,1450,2123,,,,
3510,25-Lleida,Mujeres,1981,,1371,1843,,,,
3511,25-Lleida,Mujeres,1982,,1363,1999,,,,
3512,25-Lleida,Mujeres,1983,,1498,1823,,,,
3513,25-Lleida,Mujeres,1984,,1470,1651,,,,
3514,25-Lleida,Mujeres,1985,,1631,1708,,,,
3515,25-Lleida,Mujeres,1986,,1553,1615,,,,
3516,25-Lleida,Mujeres,1987,,1508,1554,,,,
3517,25-Lleida,Mujeres,1988,,1524,1576,,,,
3518,25-Lleida,Mujeres,1989,,1573,1561,,,,
3519,25-Lleida,Mujeres,1990,,1612,1495,,,,
3520,25-Lleida,Mujeres,1991,,1674,1497,,,,
3521,25-Lleida,Mujeres,1992,,1696,1625,,,,
3522,25-Lleida,Mujeres,1993,,1677,1582,,,,
3523,25-Lleida,Mujeres,1994,,1729,1468,,,,
3524,25-Lleida,Mujeres,1995,,1738,1379,,,,
3525,25-Lleida,Mujeres,1996,179084,1787,1415,,9.98,7.9,
3526,25-Lleida,Mujeres,1997,,1769,1528,,,,
3527,25-Lleida,Mujeres,1998,179751,1816,1477,,10.1,8.22,
3528,25-Lleida,Mujeres,1999,180272,1826,1528,,10.13,8.48,
3529,25-Lleida,Mujeres,2000,181458,1750,1642,,9.64,9.05,
3530,25-Lleida,Mujeres,2001,182661,1711,1630,,9.37,8.92,
3531,25-Lleida,Mujeres,2002,185029,1964,1644,,10.61,8.89,
3532,25-Lleida,Mujeres,2003,187641,1969,1841,,10.49,9.81,
3533,25-Lleida,Mujeres,2004,190714,1855,1969,,9.73,10.32,
3534,25-Lleida,Mujeres,2005,195821,2084,2101,,10.64,10.73,
3535,25-Lleida,Mujeres,2006,199164,1911,2102,,9.6,10.55,
3536,25-Lleida,Mujeres,2007,202747,1981,2210,,9.77,10.9,
3537,25-Lleida,Mujeres,2008,208493,2046,2548,,9.81,12.22,
3538,25-Lleida,Mujeres,2009,213307,1975,2358,,9.26,11.05,
3539,25-Lleida,Mujeres,2010,215371,1948,2325,,9.04,10.8,
3540,25-Lleida,Mujeres,2011,216920,2003,2273,,9.23,10.48,
3541,25-Lleida,Mujeres,2012,217687,1993,2168,,9.16,9.96,
3542,25-Lleida,Mujeres,2013,217136,1946,2020,,8.96,9.3,
3543,25-Lleida,Mujeres,2014,216110,2021,2029,,9.35,9.39,
3544,25-Lleida,Mujeres,2015,215310,2206,1928,,10.25,8.95,
3545,25-Lleida,Mujeres,2016,214124,1946,1890,473.0,9.09,8.83,2.21
3546,25-Lleida,Mujeres,2017,213325,2161,1827,546.0,10.13,8.56,2.56
